Latitude (decimal degrees):	10.026
Longitude (decimal degrees):	76.329
Elevation (m):	6
Radiation database:	PVGIS-ERA5


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0930,618.23,837.85,43.18,31.62,2.21,0.0
20230119:1030,471.75,625.17,31.18,31.42,2.69,0.0
20230119:1130,271.55,367.35,18.16,30.54,3.17,0.0
20230119:1230,59.25,110.82,4.61,29.23,3.03,0.0
20230119:1330,0.0,0.0,0.0,27.67,2.76,0.0
20230119:1430,0.0,0.0,0.0,26.64,2.41,0.0
20230119:1530,0.0,0.0,0.0,26.07,2.07,0.0
20230119:1630,0.0,0.0,0.0,25.31,1.31,0.0
20230119:1730,0.0,0.0,0.0,24.95,0.28,0.0
20230119:1830,0.0,0.0,0.0,23.94,0.62,0.0
20230119:1930,0.0,0.0,0.0,22.93,1.03,0.0
20230119:2030,0.0,0.0,0.0,21.76,1.31,0.0
20230119:2130,0.0,0.0,0.0,20.92,1.52,0.0
20230119:2230,0.0,0.0,0.0,20.38,1.66,0.0
20230119:2330,0.0,0.0,0.0,20.09,1.86,0.0
20230120:0030,0.0,0.0,0.0,20.01,2.07,0.0
20230120:0130,4.22,14.71,2.24,19.92,2.21,0.0
20230120:0230,246.21,323.98,15.88,20.21,2.0,0.0
20230120:0330,452.7,580.8,29.04,22.85,1.59,0.0
20230120:0430,608.44,807.14,41.31,25.6,1.38,0.0
20230120:0530,695.72,966.47,51.78,27.34,0.69,0.0
20230120:0630,733.91,1055.96,58.61,28.76,0.28,0.0
20230120:0730,751.15,1063.68,59.24,30.14,1.17,0.0
20230120:0830,717.18,988.93,53.36,30.78,2.07,0.0
20230120:0930,623.63,833.93,43.37,30.78,2.9,0.0
20230120:1030,476.08,622.97,31.34,30.3,3.52,0.0
20230120:1130,268.73,360.39,18.3,29.41,3.93,0.0
20230120:1230,55.39,103.31,4.73,28.14,3.66,0.0
20230120:1330,0.0,0.0,0.0,26.75,2.97,0.0
20230120:1430,0.0,0.0,0.0,25.97,2.41,0.0
20230120:1530,0.0,0.0,0.0,25.67,1.59,0.0
20230120:1630,0.0,0.0,0.0,25.21,0.62,0.0
20230120:1730,0.0,0.0,0.0,25.47,0.0,0.0
20230120:1830,0.0,0.0,0.0,24.47,0.62,0.0
20230120:1930,0.0,0.0,0.0,23.26,0.9,0.0
20230120:2030,0.0,0.0,0.0,22.27,1.1,0.0
20230120:2130,0.0,0.0,0.0,21.6,1.31,0.0
20230120:2230,0.0,0.0,0.0,21.01,1.59,0.0
20230120:2330,0.0,0.0,0.0,20.74,1.72,0.0
20230121:0030,0.0,0.0,0.0,20.51,1.79,0.0
20230121:0130,4.24,14.76,2.21,20.36,1.72,0.0
20230121:0230,243.01,321.42,15.88,20.51,1.52,0.0
20230121:0330,451.39,583.6,29.07,23.76,1.31,0.0
20230121:0430,598.19,799.17,41.37,26.29,1.1,0.0
20230121:0530,686.4,959.28,51.9,28.09,0.55,0.0
20230121:0630,730.39,1046.51,58.8,29.5,0.48,0.0
20230121:0730,737.13,1049.59,59.47,30.97,1.03,0.0
20230121:0830,707.04,976.14,53.58,31.56,2.14,0.0
20230121:0930,620.52,830.72,43.55,31.58,3.1,0.0
20230121:1030,472.85,619.69,31.5,31.16,3.86,0.0
20230121:1130,268.39,360.62,18.43,30.17,4.41,0.0
20230121:1230,55.3,103.51,4.84,28.63,4.41,0.0
20230121:1330,0.0,0.0,0.0,27.19,4.0,0.0
20230121:1430,0.0,0.0,0.0,26.29,3.52,0.0
20230121:1530,0.0,0.0,0.0,25.87,2.97,0.0
20230121:1630,0.0,0.0,0.0,25.54,1.66,0.0
20230121:1730,0.0,0.0,0.0,24.57,0.41,0.0
20230121:1830,0.0,0.0,0.0,23.5,0.76,0.0
20230121:1930,0.0,0.0,0.0,23.31,1.03,0.0
20230121:2030,0.0,0.0,0.0,23.2,0.83,0.0
20230121:2130,0.0,0.0,0.0,22.58,1.1,0.0
20230121:2230,0.0,0.0,0.0,22.13,1.45,0.0
20230121:2330,0.0,0.0,0.0,21.91,1.38,0.0
20230122:0030,0.0,0.0,0.0,21.54,1.45,0.0
20230122:0130,4.21,14.76,2.19,21.38,1.66,0.0
20230122:0230,225.61,300.84,15.88,21.81,1.72,0.0
20230122:0330,416.33,535.84,29.1,24.3,1.66,0.0
20230122:0430,499.09,652.22,41.45,26.42,1.59,0.0
20230122:0530,545.44,731.46,52.03,28.0,0.97,0.0
20230122:0630,541.01,741.92,58.99,29.17,0.34,0.0
20230122:0730,469.19,640.42,59.7,30.59,0.41,0.0
20230122:0830,410.61,551.96,53.8,30.83,0.9,0.0
20230122:0930,231.44,308.32,43.74,30.48,1.79,0.0
20230122:1030,250.66,332.54,31.66,29.58,1.52,0.0
20230122:1130,109.02,157.49,18.57,29.32,0.9,0.0
20230122:1230,25.93,55.0,4.96,28.12,0.69,0.0
20230122:1330,0.0,0.0,0.0,27.48,1.03,0.0
20230122:1430,0.0,0.0,0.0,27.02,1.38,0.0
20230122:1530,0.0,0.0,0.0,26.52,1.79,0.0
20230122:1630,0.0,0.0,0.0,26.07,1.79,0.0
20230122:1730,0.0,0.0,0.0,25.49,1.59,0.0
20230122:1830,0.0,0.0,0.0,24.7,1.79,0.0
20230122:1930,0.0,0.0,0.0,24.36,1.66,0.0
20230122:2030,0.0,0.0,0.0,24.05,1.72,0.0
20230122:2130,0.0,0.0,0.0,23.76,1.79,0.0
20230122:2230,0.0,0.0,0.0,23.64,1.59,0.0
20230122:2330,0.0,0.0,0.0,23.38,1.38,0.0
20230123:0030,0.0,0.0,0.0,23.03,1.24,0.0
20230123:0130,5.3,16.75,2.18,22.59,1.38,0.0
20230123:0230,216.51,291.05,15.89,22.7,1.31,0.0
20230123:0330,413.75,539.03,29.14,25.24,1.03,0.0
20230123:0430,554.1,740.2,41.52,27.17,0.9,0.0
20230123:0530,598.87,824.37,52.17,28.69,0.41,0.0
20230123:0630,697.28,982.22,59.2,29.72,0.76,0.0
20230123:0730,478.35,639.56,59.95,31.09,1.59,0.0
20230123:0830,414.55,543.33,54.02,30.68,3.24,0.0
20230123:0930,319.78,414.61,43.93,29.87,4.21,0.0
20230123:1030,239.9,314.34,31.82,29.18,3.93,0.0
20230123:1130,78.97,117.9,18.7,28.77,3.03,0.0
20230123:1230,13.04,33.57,5.07,28.15,2.14,0.0
20230123:1330,0.0,0.0,0.0,27.5,1.38,0.0
20230123:1430,0.0,0.0,0.0,27.14,1.24,0.0
20230123:1530,0.0,0.0,0.0,26.95,1.45,0.0
20230123:1630,0.0,0.0,0.0,26.69,1.45,0.0
20230123:1730,0.0,0.0,0.0,26.33,1.31,0.0
20230123:1830,0.0,0.0,0.0,25.88,1.52,0.0
20230123:1930,0.0,0.0,0.0,25.89,1.79,0.0
20230123:2030,0.0,0.0,0.0,25.7,1.31,0.0
20230123:2130,0.0,0.0,0.0,25.08,0.69,0.0
20230123:2230,0.0,0.0,0.0,24.99,0.69,0.0
20230123:2330,0.0,0.0,0.0,24.51,0.76,0.0
20230124:0030,0.0,0.0,0.0,24.13,0.97,0.0
20230124:0130,1.44,9.44,2.16,24.02,1.03,0.0
20230124:0230,54.4,85.62,15.9,24.11,1.1,0.0
20230124:0330,95.81,136.15,29.18,24.33,0.69,0.0
20230124:0430,133.45,183.13,41.6,24.59,0.28,0.0
20230124:0530,236.55,312.68,52.31,25.0,0.14,0.0
20230124:0630,484.72,646.1,59.4,25.57,0.07,0.0
20230124:0730,319.54,421.25,60.19,28.8,0.76,0.0
20230124:0830,377.1,499.12,54.25,28.88,0.97,0.0
20230124:0930,307.94,409.68,44.13,29.08,0.62,0.0
20230124:1030,248.94,332.31,31.98,29.11,0.55,0.0
20230124:1130,155.43,216.78,18.84,28.96,0.48,0.0
20230124:1230,10.81,27.64,5.18,28.57,0.83,0.0
20230124:1330,0.0,0.0,0.0,27.53,1.52,0.0
20230124:1430,0.0,0.0,0.0,27.01,1.86,0.0
20230124:1530,0.0,0.0,0.0,26.51,1.79,0.0
20230124:1630,0.0,0.0,0.0,26.08,1.24,0.0
20230124:1730,0.0,0.0,0.0,25.15,0.14,0.0
20230124:1830,0.0,0.0,0.0,23.93,0.69,0.0
20230124:1930,0.0,0.0,0.0,23.21,1.03,0.0
20230124:2030,0.0,0.0,0.0,23.06,0.97,0.0
20230124:2130,0.0,0.0,0.0,23.0,0.76,0.0
20230124:2230,0.0,0.0,0.0,22.79,1.24,0.0
20230124:2330,0.0,0.0,0.0,22.46,1.45,0.0
20230125:0030,0.0,0.0,0.0,22.36,1.17,0.0
20230125:0130,4.0,14.42,2.15,22.04,1.03,0.0
20230125:0230,173.9,236.87,15.91,22.42,0.62,0.0
20230125:0330,386.73,503.56,29.22,24.01,0.41,0.0
20230125:0430,532.45,714.8,41.69,25.2,0.0,0.0
20230125:0530,605.35,825.63,52.45,26.29,0.34,0.0
20230125:0630,625.98,853.11,59.62,27.83,0.83,0.0
20230125:0730,624.58,848.7,60.44,28.91,1.24,0.0
20230125:0830,619.07,835.13,54.48,29.55,1.79,0.0
20230125:0930,452.64,592.82,44.32,29.74,2.28,0.0
20230125:1030,391.31,512.39,32.13,29.44,2.21,0.0
20230125:1130,234.35,317.23,18.97,29.09,2.34,0.0
20230125:1230,49.4,93.88,5.29,28.31,2.62,0.0
20230125:1330,0.0,0.0,0.0,27.19,2.69,0.0
20230125:1430,0.0,0.0,0.0,26.52,2.14,0.0
20230125:1530,0.0,0.0,0.0,26.15,1.31,0.0
20230125:1630,0.0,0.0,0.0,25.6,1.1,0.0
20230125:1730,0.0,0.0,0.0,25.04,1.1,0.0
20230125:1830,0.0,0.0,0.0,24.53,0.97,0.0
20230125:1930,0.0,0.0,0.0,25.25,0.55,0.0
20230125:2030,0.0,0.0,0.0,24.25,0.9,0.0
20230125:2130,0.0,0.0,0.0,23.86,0.97,0.0
20230125:2230,0.0,0.0,0.0,23.17,0.9,0.0
20230125:2330,0.0,0.0,0.0,22.61,0.97,0.0
20230126:0030,0.0,0.0,0.0,22.21,1.03,0.0
20230126:0130,5.51,17.08,2.15,21.99,1.17,0.0
20230126:0230,176.86,239.88,15.93,22.21,1.1,0.0
20230126:0330,395.47,513.75,29.27,24.82,1.03,0.0
20230126:0430,469.05,616.07,41.78,26.35,0.9,0.0
20230126:0530,640.59,875.96,52.6,27.48,0.83,0.0
20230126:0630,614.03,833.22,59.84,28.77,1.24,0.0
20230126:0730,608.49,827.45,60.7,29.49,1.17,0.0
20230126:0830,647.79,881.0,54.71,29.93,1.79,0.0
20230126:0930,577.89,770.78,44.51,30.2,2.34,0.0
20230126:1030,392.66,513.76,32.29,29.93,2.9,0.0
20230126:1130,201.12,272.93,19.1,29.26,3.24,0.0
20230126:1230,29.56,57.64,5.4,28.38,3.17,0.0
20230126:1330,0.0,0.0,0.0,27.38,2.48,0.0
20230126:1430,0.0,0.0,0.0,26.88,1.66,0.0
20230126:1530,0.0,0.0,0.0,26.23,1.03,0.0
20230126:1630,0.0,0.0,0.0,26.24,0.55,0.0
20230126:1730,0.0,0.0,0.0,25.76,0.48,0.0
20230126:1830,0.0,0.0,0.0,24.37,0.97,0.0
20230126:1930,0.0,0.0,0.0,23.93,1.03,0.0
20230126:2030,0.0,0.0,0.0,23.84,0.9,0.0
20230126:2130,0.0,0.0,0.0,23.47,0.9,0.0
20230126:2230,0.0,0.0,0.0,23.04,1.03,0.0
20230126:2330,0.0,0.0,0.0,22.73,1.24,0.0
20230127:0030,0.0,0.0,0.0,22.38,1.31,0.0
20230127:0130,3.58,13.65,2.14,22.03,1.31,0.0
20230127:0230,209.69,282.9,15.95,22.15,1.03,0.0
20230127:0330,402.08,525.5,29.32,24.98,0.62,0.0
20230127:0430,551.14,742.47,41.87,26.4,0.28,0.0
20230127:0530,593.34,817.61,52.75,27.74,0.07,0.0
20230127:0630,654.14,909.89,60.06,28.73,0.55,0.0
20230127:0730,680.01,944.4,60.96,29.65,1.1,0.0
20230127:0830,660.84,897.22,54.95,30.17,2.14,0.0
20230127:0930,586.36,778.54,44.71,30.18,2.69,0.0
20230127:1030,461.25,603.94,32.45,29.94,3.03,0.0
20230127:1130,270.2,363.03,19.23,29.48,3.24,0.0
20230127:1230,57.19,106.04,5.51,28.56,3.1,0.0
20230127:1330,0.0,0.0,0.0,27.36,2.69,0.0
20230127:1430,0.0,0.0,0.0,26.71,1.86,0.0
20230127:1530,0.0,0.0,0.0,25.8,1.03,0.0
20230127:1630,0.0,0.0,0.0,26.2,0.48,0.0
20230127:1730,0.0,0.0,0.0,25.94,0.55,0.0
20230127:1830,0.0,0.0,0.0,25.26,0.62,0.0
20230127:1930,0.0,0.0,0.0,24.76,0.76,0.0
20230127:2030,0.0,0.0,0.0,23.63,1.03,0.0
20230127:2130,0.0,0.0,0.0,22.85,1.38,0.0
20230127:2230,0.0,0.0,0.0,22.42,1.45,0.0
20230127:2330,0.0,0.0,0.0,22.22,1.59,0.0
20230128:0030,0.0,0.0,0.0,22.1,1.66,0.0
20230128:0130,3.55,13.6,2.15,22.23,1.66,0.0
20230128:0230,198.15,267.67,15.98,22.43,1.45,0.0
20230128:0330,392.34,508.46,29.38,24.68,1.17,0.0
20230128:0430,541.1,713.81,41.97,26.57,1.38,0.0
20230128:0530,637.06,868.3,52.91,28.13,1.03,0.0
20230128:0630,630.23,874.93,60.29,29.42,0.62,0.0
20230128:0730,724.16,1025.36,61.22,30.61,1.03,0.0
20230128:0830,692.74,957.85,55.19,31.43,1.86,0.0
20230128:0930,609.52,818.37,44.9,31.45,2.69,0.0
20230128:1030,452.51,594.14,32.61,31.01,3.24,0.0
20230128:1130,267.94,360.59,19.36,30.09,3.59,0.0
20230128:1230,57.66,106.73,5.61,28.8,3.38,0.0
20230128:1330,0.0,0.0,0.0,27.36,2.76,0.0
20230128:1430,0.0,0.0,0.0,26.51,2.14,0.0
20230128:1530,0.0,0.0,0.0,25.75,1.17,0.0
20230128:1630,0.0,0.0,0.0,24.91,0.9,0.0
20230128:1730,0.0,0.0,0.0,24.3,0.97,0.0
20230128:1830,0.0,0.0,0.0,23.82,0.97,0.0
20230128:1930,0.0,0.0,0.0,23.17,1.1,0.0
20230128:2030,0.0,0.0,0.0,22.4,1.24,0.0
20230128:2130,0.0,0.0,0.0,22.23,1.66,0.0
20230128:2230,0.0,0.0,0.0,22.11,2.0,0.0
20230128:2330,0.0,0.0,0.0,22.0,2.0,0.0
20230129:0030,0.0,0.0,0.0,21.71,1.86,0.0
20230129:0130,4.07,14.52,2.15,21.37,1.72,0.0
20230129:0230,231.26,308.82,16.01,21.32,1.52,0.0
20230129:0330,440.9,572.73,29.44,23.69,0.9,0.0
20230129:0430,588.82,794.34,42.08,25.94,0.48,0.0
20230129:0530,662.51,928.49,53.08,27.81,0.21,0.0
20230129:0630,721.74,1037.62,60.53,29.2,0.28,0.0
20230129:0730,690.7,977.91,61.49,30.55,0.76,0.0
20230129:0830,673.72,922.87,55.43,30.97,2.14,0.0
20230129:0930,582.09,773.72,45.1,30.82,3.17,0.0
20230129:1030,415.69,543.23,32.77,30.24,3.59,0.0
20230129:1130,214.16,289.4,19.49,29.42,3.59,0.0
20230129:1230,32.53,61.88,5.72,28.35,3.17,0.0
20230129:1330,0.0,0.0,0.0,27.22,2.34,0.0
20230129:1430,0.0,0.0,0.0,26.53,1.31,0.0
20230129:1530,0.0,0.0,0.0,26.33,0.28,0.0
20230129:1630,0.0,0.0,0.0,25.71,0.48,0.0
20230129:1730,0.0,0.0,0.0,24.82,1.03,0.0
20230129:1830,0.0,0.0,0.0,23.21,1.38,0.0
20230129:1930,0.0,0.0,0.0,23.18,1.59,0.0
20230129:2030,0.0,0.0,0.0,23.02,1.72,0.0
20230129:2130,0.0,0.0,0.0,22.97,1.79,0.0
20230129:2230,0.0,0.0,0.0,22.85,1.86,0.0
20230129:2330,0.0,0.0,0.0,22.69,1.93,0.0
20230130:0030,0.0,0.0,0.0,22.5,2.0,0.0
20230130:0130,4.13,14.66,2.16,22.26,1.93,0.0
20230130:0230,220.54,296.58,16.04,22.33,1.52,0.0
20230130:0330,428.29,558.45,29.5,24.88,0.97,0.0
20230130:0430,582.16,781.11,42.19,26.89,0.9,0.0
20230130:0530,680.48,939.52,53.24,28.58,1.03,0.0
20230130:0630,680.19,935.08,60.77,30.03,1.66,0.0
20230130:0730,549.89,740.73,61.77,31.24,2.28,0.0
20230130:0830,428.77,560.1,55.67,31.23,3.45,0.0
20230130:0930,485.91,631.43,45.29,30.46,4.14,0.0
20230130:1030,265.53,347.06,32.92,30.1,3.59,0.0
20230130:1130,140.58,196.6,19.62,29.39,3.03,0.0
20230130:1230,20.41,45.33,5.82,28.58,2.97,0.0
20230130:1330,0.0,0.0,0.0,27.7,2.48,0.0
20230130:1430,0.0,0.0,0.0,27.23,1.72,0.0
20230130:1530,0.0,0.0,0.0,26.77,1.24,0.0
20230130:1630,0.0,0.0,0.0,26.34,0.9,0.0
20230130:1730,0.0,0.0,0.0,25.98,0.9,0.0
20230130:1830,0.0,0.0,0.0,25.41,1.31,0.0
20230130:1930,0.0,0.0,0.0,25.45,1.38,0.0
20230130:2030,0.0,0.0,0.0,25.17,1.17,0.0
20230130:2130,0.0,0.0,0.0,24.85,1.03,0.0
20230130:2230,0.0,0.0,0.0,24.25,0.97,0.0
20230130:2330,0.0,0.0,0.0,24.01,0.69,0.0
20230131:0030,0.0,0.0,0.0,23.72,0.69,0.0
20230131:0130,3.23,13.07,2.17,23.56,1.17,0.0
20230131:0230,119.67,169.09,16.08,24.02,1.52,0.0
20230131:0330,347.21,448.34,29.57,25.0,1.66,0.0
20230131:0430,483.44,630.9,42.3,26.84,1.79,0.0
20230131:0530,578.13,769.39,53.42,28.17,1.79,0.0
20230131:0630,576.1,770.53,61.02,29.57,1.93,0.0
20230131:0730,555.36,744.38,62.05,30.52,1.86,0.0
20230131:0830,552.74,745.74,55.92,30.65,1.72,0.0
20230131:0930,431.75,568.06,45.49,30.73,2.55,0.0
20230131:1030,230.74,306.59,33.08,30.24,3.24,0.0
20230131:1130,154.21,213.41,19.74,29.4,3.38,0.0
20230131:1230,27.16,54.69,5.92,28.6,3.31,0.0
20230131:1330,0.0,0.0,0.0,27.69,2.76,0.0
20230131:1430,0.0,0.0,0.0,27.19,1.79,0.0
20230131:1530,0.0,0.0,0.0,26.77,0.41,0.0
20230131:1630,0.0,0.0,0.0,26.22,0.14,0.0
20230131:1730,0.0,0.0,0.0,25.68,0.48,0.0
20230131:1830,0.0,0.0,0.0,24.95,0.69,0.0
20230131:1930,0.0,0.0,0.0,24.93,1.31,0.0
20230131:2030,0.0,0.0,0.0,24.74,1.03,0.0
20230131:2130,0.0,0.0,0.0,24.63,1.03,0.0
20230131:2230,0.0,0.0,0.0,24.39,1.17,0.0
20230131:2330,0.0,0.0,0.0,24.09,1.38,0.0
20230201:0030,0.0,0.0,0.0,23.93,1.45,0.0
20230201:0130,5.42,17.04,2.19,23.91,1.59,0.0
20230201:0230,130.45,181.63,16.12,23.98,1.45,0.0
20230201:0330,337.42,439.59,29.65,25.54,1.17,0.0
20230201:0430,523.56,698.42,42.41,27.27,0.97,0.0
20230201:0530,605.48,831.12,53.6,29.02,0.83,0.0
20230201:0630,683.97,971.56,61.27,30.49,0.62,0.0
20230201:0730,653.85,937.76,62.33,32.27,0.41,0.0
20230201:0830,560.53,776.81,56.16,32.81,1.17,0.0
20230201:0930,456.02,612.14,45.68,32.57,2.07,0.0
20230201:1030,285.75,380.24,33.23,31.94,2.9,0.0
20230201:1130,155.89,216.63,19.87,30.73,3.38,0.0
20230201:1230,30.89,59.81,6.02,29.44,3.38,0.0
20230201:1330,0.0,0.0,0.0,28.22,3.17,0.0
20230201:1430,0.0,0.0,0.0,27.3,2.55,0.0
20230201:1530,0.0,0.0,0.0,26.83,1.72,0.0
20230201:1630,0.0,0.0,0.0,26.22,0.41,0.0
20230201:1730,0.0,0.0,0.0,26.09,0.21,0.0
20230201:1830,0.0,0.0,0.0,25.23,0.83,0.0
20230201:1930,0.0,0.0,0.0,24.78,0.9,0.0
20230201:2030,0.0,0.0,0.0,24.28,1.1,0.0
20230201:2130,0.0,0.0,0.0,23.85,1.24,0.0
20230201:2230,0.0,0.0,0.0,23.6,1.17,0.0
20230201:2330,0.0,0.0,0.0,23.35,0.83,0.0
20230202:0030,0.0,0.0,0.0,23.18,0.83,0.0
20230202:0130,6.08,18.1,2.21,22.96,1.17,0.0
20230202:0230,131.86,183.07,16.16,23.07,0.97,0.0
20230202:0330,272.48,356.51,29.72,25.3,0.9,0.0
20230202:0430,439.45,578.66,42.53,26.65,0.83,0.0
20230202:0530,495.93,666.48,53.78,28.2,0.55,0.0
20230202:0630,533.21,723.54,61.53,29.27,0.83,0.0
20230202:0730,402.01,539.03,62.62,30.5,0.62,0.0
20230202:0830,360.23,479.05,56.41,30.33,0.83,0.0
20230202:0930,240.01,318.34,45.88,29.95,1.52,0.0
20230202:1030,90.58,131.87,33.39,29.46,2.0,0.0
20230202:1130,48.67,78.9,19.99,28.61,2.48,0.0
20230202:1230,3.07,12.92,6.12,27.64,2.76,0.0
20230202:1330,0.0,0.0,0.0,26.91,2.21,0.0
20230202:1430,0.0,0.0,0.0,26.2,1.66,0.0
20230202:1530,0.0,0.0,0.0,25.86,1.45,0.0
20230202:1630,0.0,0.0,0.0,25.71,1.17,0.0
20230202:1730,0.0,0.0,0.0,25.22,1.1,0.0
20230202:1830,0.0,0.0,0.0,24.57,1.03,0.0
20230202:1930,0.0,0.0,0.0,24.4,1.24,0.0
20230202:2030,0.0,0.0,0.0,24.21,1.31,0.0
20230202:2130,0.0,0.0,0.0,24.19,1.17,0.0
20230202:2230,0.0,0.0,0.0,24.18,0.69,0.0
20230202:2330,0.0,0.0,0.0,23.86,0.55,0.0
20230203:0030,0.0,0.0,0.0,24.28,1.31,0.0
20230203:0130,0.96,8.32,2.23,23.96,1.17,0.0
20230203:0230,91.36,134.23,16.21,24.37,1.1,0.0
20230203:0330,221.1,289.23,29.8,25.35,1.38,0.0
20230203:0430,418.38,537.0,42.66,25.97,1.86,0.0
20230203:0530,575.27,755.73,53.96,27.2,2.07,0.0
20230203:0630,599.64,804.68,61.79,28.62,1.72,0.0
20230203:0730,512.24,686.05,62.92,29.07,1.24,0.0
20230203:0830,380.13,496.69,56.66,29.58,2.55,0.0
20230203:0930,249.6,327.73,46.07,29.22,3.52,0.0
20230203:1030,136.72,187.96,33.54,28.72,3.45,0.0
20230203:1130,57.19,89.87,20.11,28.11,2.97,0.0
20230203:1230,12.85,32.04,6.22,27.39,2.41,0.0
20230203:1330,0.0,0.0,0.0,26.79,1.93,0.0
20230203:1430,0.0,0.0,0.0,26.48,1.17,0.0
20230203:1530,0.0,0.0,0.0,26.09,0.69,0.0
20230203:1630,0.0,0.0,0.0,25.59,0.62,0.0
20230203:1730,0.0,0.0,0.0,25.13,0.62,0.0
20230203:1830,0.0,0.0,0.0,24.56,0.9,0.0
20230203:1930,0.0,0.0,0.0,24.38,1.03,0.0
20230203:2030,0.0,0.0,0.0,24.05,1.1,0.0
20230203:2130,0.0,0.0,0.0,23.88,1.17,0.0
20230203:2230,0.0,0.0,0.0,23.86,1.31,0.0
20230203:2330,0.0,0.0,0.0,23.87,1.38,0.0
20230204:0030,0.0,0.0,0.0,23.6,1.31,0.0
20230204:0130,3.16,12.92,2.26,23.35,1.24,0.0
20230204:0230,184.63,252.97,16.26,23.55,1.03,0.0
20230204:0330,316.95,413.08,29.89,25.91,0.83,0.0
20230204:0430,428.15,560.09,42.79,27.11,1.1,0.0
20230204:0530,559.99,749.2,54.16,28.2,1.24,0.0
20230204:0630,486.91,648.56,62.06,29.36,1.31,0.0
20230204:0730,423.97,556.61,63.21,29.96,2.28,0.0
20230204:0830,437.19,571.09,56.91,29.78,2.34,0.0
20230204:0930,383.96,503.25,46.26,29.77,2.28,0.0
20230204:1030,234.98,311.45,33.69,29.77,2.07,0.0
20230204:1130,105.1,151.91,20.23,29.38,1.72,0.0
20230204:1230,11.73,29.76,6.31,28.94,1.66,0.0
20230204:1330,0.0,0.0,0.0,28.37,2.0,0.0
20230204:1430,0.0,0.0,0.0,27.61,2.14,0.0
20230204:1530,0.0,0.0,0.0,27.01,2.41,0.0
20230204:1630,0.0,0.0,0.0,26.57,2.21,0.0
20230204:1730,0.0,0.0,0.0,26.19,2.0,0.0
20230204:1830,0.0,0.0,0.0,25.76,1.79,0.0
20230204:1930,0.0,0.0,0.0,25.88,0.76,0.0
20230204:2030,0.0,0.0,0.0,25.25,0.9,0.0
20230204:2130,0.0,0.0,0.0,25.21,0.69,0.0
20230204:2230,0.0,0.0,0.0,25.13,0.48,0.0
20230204:2330,0.0,0.0,0.0,24.91,0.34,0.0
20230205:0030,0.0,0.0,0.0,24.43,0.55,0.0
20230205:0130,4.38,15.2,2.29,23.78,0.76,0.0
20230205:0230,160.37,222.39,16.32,23.99,0.69,0.0
20230205:0330,318.7,417.29,29.97,26.09,0.62,0.0
20230205:0430,481.88,645.39,42.92,27.33,0.21,0.0
20230205:0530,616.42,853.97,54.35,28.59,0.34,0.0
20230205:0630,663.85,927.28,62.33,29.87,0.83,0.0
20230205:0730,683.31,965.86,63.51,31.13,0.83,0.0
20230205:0830,606.58,831.22,57.16,31.84,1.52,0.0
20230205:0930,579.28,779.76,46.46,31.85,2.34,0.0
20230205:1030,431.79,569.9,33.84,31.64,2.9,0.0
20230205:1130,251.62,341.11,20.34,31.0,3.24,0.0
20230205:1230,60.99,111.05,6.4,29.91,3.1,0.0
20230205:1330,0.0,0.0,0.0,28.44,2.9,0.0
20230205:1430,0.0,0.0,0.0,27.39,2.48,0.0
20230205:1530,0.0,0.0,0.0,26.78,2.07,0.0
20230205:1630,0.0,0.0,0.0,26.47,1.66,0.0
20230205:1730,0.0,0.0,0.0,25.89,1.17,0.0
20230205:1830,0.0,0.0,0.0,25.88,0.62,0.0
20230205:1930,0.0,0.0,0.0,26.24,0.14,0.0
20230205:2030,0.0,0.0,0.0,25.7,0.21,0.0
20230205:2130,0.0,0.0,0.0,25.33,0.41,0.0
20230205:2230,0.0,0.0,0.0,24.55,0.76,0.0
20230205:2330,0.0,0.0,0.0,23.75,0.97,0.0
20230206:0030,0.0,0.0,0.0,23.55,0.9,0.0
20230206:0130,13.18,35.15,2.33,23.19,0.9,0.0
20230206:0230,138.15,192.25,16.38,23.43,0.76,0.0
20230206:0330,286.91,373.88,30.07,25.33,0.9,0.0
20230206:0430,439.06,577.68,43.05,26.91,0.9,0.0
20230206:0530,650.67,891.71,54.55,28.2,0.97,0.0
20230206:0630,626.3,858.46,62.61,29.68,1.17,0.0
20230206:0730,729.1,1010.27,63.82,30.27,1.86,0.0
20230206:0830,678.48,927.52,57.41,30.92,2.21,0.0
20230206:0930,605.06,808.55,46.65,31.05,2.9,0.0
20230206:1030,446.88,585.95,33.98,30.89,3.45,0.0
20230206:1130,239.3,323.01,20.46,30.26,3.79,0.0
20230206:1230,55.54,100.0,6.49,29.21,3.52,0.0
20230206:1330,0.0,0.0,0.0,28.02,2.83,0.0
20230206:1430,0.0,0.0,0.0,27.28,2.21,0.0
20230206:1530,0.0,0.0,0.0,26.9,1.93,0.0
20230206:1630,0.0,0.0,0.0,26.39,1.86,0.0
20230206:1730,0.0,0.0,0.0,25.92,1.79,0.0
20230206:1830,0.0,0.0,0.0,25.5,1.66,0.0
20230206:1930,0.0,0.0,0.0,25.2,1.24,0.0
20230206:2030,0.0,0.0,0.0,24.54,1.17,0.0
20230206:2130,0.0,0.0,0.0,23.93,1.17,0.0
20230206:2230,0.0,0.0,0.0,23.65,1.24,0.0
